Location,Video_code,Video_name,Observer,Group,Code,Species,Family
LaPaz,CEC_10Oct18_2de7,CEC_GPR_10Oct18_2de7,Alexia,Fish,mar,Muraena argus,Muraenidae
LaPaz,CEC_10Oct18_4de7,CEC_GPR_10Oct18_4de7,Alexia,Fish,sgu,Scorpaena guttata,Scorpenidae
LaPaz,CEC_10Oct18_4de7,CEC_GPR_10Oct18_4de7,Alexia,Fish,lfa,Liopropoma fasciatum,Serranidae
LaPaz,CEC_10Oct18_4de7,CEC_GPR_10Oct18_4de7,Hollarsmith,Fish,ljo,Lutjanus jordani,Lutjanidae
LaPaz,CEC_10Oct18_4de7,CEC_GPR_10Oct18_4de7,Hollarsmith,Fish,pse,Pristigenys serrula,Priacanthidae
LaPaz,CEC_10Oct18_4de7,CEC_GPR_10Oct18_4de7,Hollarsmith,Fish,hal,Halichoeres sp.,Labridae
LaPaz,CEC_10Oct18_4de7,CEC_GPR_10Oct18_4de7,Hollarsmith,Fish,pfa,Prognathodes falcifer ,Chaetodontidae
LaPaz,CEC_10Oct18_5de7,CEC_GPR_10Oct18_5de7,Hollarsmith,Invert,Urt,Urotrygon sp.,Urotrygonidae
LaPaz,CEC_10Oct18_5de7,CEC_GPR_10Oct18_5de7,Hollarsmith,Fish,ljo,Lutjanus jordani,Lutjanidae
LaPaz,CEC_10Oct18_5de7,CEC_GPR_10Oct18_5de7,Hollarsmith,Fish,pfa,Prognathodes falcifer ,Chaetodontidae
LaPaz,CEC_10Oct18_5de7,CEC_GPR_10Oct18_5de7,Hollarsmith,Fish,pse,Pristigenys serrula,Priacanthidae
LaPaz,CEC_10Oct18_5de7,CEC_GPR_10Oct18_5de7,Hollarsmith,Fish,lfa,Liopropoma fasciatum,Serranidae
LaPaz,CEC_10Oct18_5de7,CEC_GPR_10Oct18_5de7,Hollarsmith,Fish,Ste,Stegastes sp.,Pomacentridae
LaPaz,CEC_10Oct18_5de7,CEC_GPR_10Oct18_5de7,Hollarsmith,Fish,Slac,Synodus lacertinus,Synodontidae
LaPaz,CEC_10Oct18_6de7,CEC_GPR_10Oct18_6de7,Alexia,Fish,pfa,Prognathodes falcifer ,Chaetodontidae
LaPaz,CEC_10Oct18_6de7,CEC_GPR_10Oct18_6de7,Hollarsmith,Fish,lfa,Liopropoma fasciatum,Serranidae
LaPaz,CEC_10Oct18_6de7,CEC_GPR_10Oct18_6de7,Hollarsmith,Fish,pse,Pristigenys serrula,Priacanthidae
LaPaz,CEC_10Oct18_6de7,CEC_GPR_10Oct18_6de7,Hollarsmith,Fish,ljo,Lutjanus jordani,Lutjanidae
LaPaz,CEC_10Oct18_7de7,CEC_GPR_10Oct18_7de7,Manuel,Fish,Pfa,Prognathodes falcifer ,Chaetodontidae
LaPaz,CEC_10Oct18_7de7,CEC_GPR_10Oct18_7de7,Manuel,Fish,Pse,Pristigenys serrula,Priacanthidae
LaPaz,CEC_10Oct18_7de7,CEC_GPR_10Oct18_7de7,Manuel,Fish,Ljo,Lutjanus jordani,Lutjanidae
LaPaz,CEC_10Oct18_2de7,CEC_ROV_10Oct18_2de7,Manuel,Fish,mar,Muraena argus,Muraenidae
LaPaz,CEC_10Oct18_3de7,CEC_ROV_10Oct18_3de7,Manuel,Fish,Sri,Seriola rivoliana,Carangidae
LaPaz,CEC_10Oct18_4de7,CEC_ROV_10Oct18_4de7,Hollarsmith,Fish,ljo,Lutjanus jordani,Lutjanidae
LaPaz,CEC_10Oct18_4de7,CEC_ROV_10Oct18_4de7,Hollarsmith,Fish,sgu,Scorpaena guttata,Scorpenidae
LaPaz,CEC_10Oct18_4de7,CEC_ROV_10Oct18_4de7,Hollarsmith,Fish,pse,Pristigenys serrula,Priacanthidae
LaPaz,CEC_10Oct18_5de7,CEC_ROV_10Oct18_5de7,Hollarsmith,Invert,urt,Urotrygon sp.,Urotrygonidae
LaPaz,CEC_10Oct18_5de7,CEC_ROV_10Oct18_5de7,Hollarsmith,Fish,ljo,Lutjanus jordani,Lutjanidae
LaPaz,CEC_10Oct18_5de7,CEC_ROV_10Oct18_5de7,Hollarsmith,Fish,pfa,Prognathodes falcifer ,Chaetodontidae
LaPaz,CEC_10Oct18_5de7,CEC_ROV_10Oct18_5de7,Hollarsmith,Fish,pse,Pristigenys serrula,Priacanthidae
LaPaz,CEC_10Oct18_5de7,CEC_ROV_10Oct18_5de7,Hollarsmith,Fish,ste,Stegastes sp.,Pomacentridae
LaPaz,CEC_10Oct18_6de7,CEC_ROV_10Oct18_6de7,Hollarsmith,Fish,pfa,Prognathodes falcifer ,Chaetodontidae
LaPaz,CEC_10Oct18_6de7,CEC_ROV_10Oct18_6de7,Hollarsmith,Fish,Pse,Pristigenys serrula,Priacanthidae
LaPaz,CEC_10Oct18_6de7,CEC_ROV_10Oct18_6de7,Hollarsmith,Fish,lfa,Liopropoma fasciatum,Serranidae
LaPaz,CEC_10Oct18_6de7,CEC_ROV_10Oct18_6de7,Hollarsmith,Fish,ljo,Lutjanus jordani,Lutjanidae
LaPaz,CEC_10Oct18_7de7,CEC_ROV_10Oct18_7de7,Manuel,Fish,Pse,Pristigenys serrula,Priacanthidae
LaPaz,CEC_10Oct18_7de7,CEC_ROV_10Oct18_7de7,Manuel,Fish,Ljo,Lutjanus jordani,Lutjanidae
LaPaz,EBE_11Oct18_1de4,EBE_GPR_11Oct18_1de4,Manuel,Fish,Lar,Lutjanus argentiventris,Lutjanidae
LaPaz,EBE_11Oct18_2de4,EBE_GPR_11Oct18_2de4,Benjamin,Fish,hpa,Holacanthus passer,Pomacanthidae
LaPaz,EBE_11Oct18_2de4,EBE_GPR_11Oct18_2de4,Benjamin,Fish,pco,Paranthias colonus,Serranidae
LaPaz,EBE_11Oct18_3de4,EBE_GPR_11Oct18_3de4,Hollarsmith,Fish,pco,Paranthias colonus,Serranidae
LaPaz,EBE_11Oct18_3de4,EBE_GPR_11Oct18_3de4,Hollarsmith,Fish,Clim,Chromis limbaughi,Pomacentridae
LaPaz,EBE_11Oct18_3de4,EBE_GPR_11Oct18_3de4,Hollarsmith,Fish,sve,Sufflamen verres,Triggerfish
LaPaz,EBE_11Oct18_3de4,EBE_GPR_11Oct18_3de4,Hollarsmith,Fish,hpa,Holacanthus passer,Pomacanthidae
LaPaz,EBE_11Oct18_4de4,EBE_GPR_11Oct18_4de4,Hollarsmith,Fish,pco,Paranthias colonus,Serranidae
LaPaz,EBE_11Oct18_4de4,EBE_GPR_11Oct18_4de4,Hollarsmith,Fish,mar,Muraena argus,Muraenidae
LaPaz,EBE_11Oct18_4de4,EBE_GPR_11Oct18_4de4,Hollarsmith,Fish,lfa,Liopropoma fasciatum,Serranidae
LaPaz,EBE_11Oct18_1de4,EBE_ROV_11Oct18_1de4,Manuel,Fish,calt,Chromis alta,Pomacentridae
LaPaz,EBE_11Oct18_1de4,EBE_ROV_11Oct18_1de4,Manuel,Fish,Lar,Lutjanus argentiventris,Lutjanidae
LaPaz,EBE_11Oct18_1de4,EBE_ROV_11Oct18_1de4,Manuel,Fish,Lar,Lutjanus argentiventris,Lutjanidae
LaPaz,EBE_11Oct18_2de4,EBE_ROV_11Oct18_2de4,Benjamin,Fish,sve,Sufflamen verres,Triggerfish
LaPaz,EBE_11Oct18_2de4,EBE_ROV_11Oct18_2de4,Benjamin,Fish,jni,Johnrandallia nigrirostris,Chaetodontidae
LaPaz,EBE_11Oct18_2de4,EBE_ROV_11Oct18_2de4,Benjamin,Fish,pco,Paranthias colonus,Serranidae
LaPaz,EBE_11Oct18_2de4,EBE_ROV_11Oct18_2de4,Manuel,Fish,Hpa,Holacanthus passer,Pomacentridae
LaPaz,EBE_11Oct18_3de4,EBE_ROV_11Oct18_3de4,Manuel,Fish,Pco,Paranthias colonus,Serranidae
LaPaz,EBE_11Oct18_3de4,EBE_ROV_11Oct18_3de4,Manuel,Fish,Hpa,Holacanthus passer,Serranidae
LaPaz,EBE_11Oct18_3de4,EBE_ROV_11Oct18_3de4,Manuel,Fish,Sve,Sufflamen verres,Triggerfish
LaPaz,EBE_11Oct18_3de4,EBE_ROV_11Oct18_3de4,Manuel,Fish,Mro,Mycteroperca rosacea,Serranidae
LaPaz,EBE_11Oct18_4de4,EBE_ROV_11Oct18_4de4,Hollarsmith,Fish,mar,Muraena argus,Muraenidae
LaPaz,EBE_11Oct18_4de4,EBE_ROV_11Oct18_4de4,Hollarsmith,Fish,pco,Paranthias colonus,Serranidae
LaPaz,EBE_11Oct18_4de4,EBE_ROV_11Oct18_4de4,Hollarsmith,Fish,pfa,Prognathodes falcifer ,Chaetodontidae
LaPaz,EBE_11Oct18_4de4,EBE_ROV_11Oct18_4de4,Hollarsmith,Fish,lfa,Liopropoma fasciatum,Serranidae
LaPaz,EMB_15Oct18_1de8,EMB_GPR_15Oct18_1de8,Hollarsmith,Fish,Ela,Epinephelus labriformis,Serranidae
LaPaz,EMB_15Oct18_1de8,EMB_GPR_15Oct18_1de8,Hollarsmith,Fish,pco,Paranthias colonus,Serranidae
LaPaz,EMB_15Oct18_1de8,EMB_GPR_15Oct18_1de8,Manuel,Fish,Lfa,Liopropoma fasciatum,Serranidae
LaPaz,EMB_15Oct18_1de8,EMB_GPR_15Oct18_1de8,Manuel,Fish,Hpa,Holacanthus passer,Pomacentridae
LaPaz,EMB_15Oct18_1de8,EMB_GPR_15Oct18_1de8,Manuel,Fish,Clim,Chromis limbaughi,Pomacentridae
LaPaz,EMB_15Oct18_1de8,EMB_GPR_15Oct18_1de8,Manuel,Fish,Pfa,Prognathodes falcifer ,Chaetodontidae
LaPaz,EMB_15Oct18_1de8,EMB_GPR_15Oct18_1de8,Manuel,Fish,Sps,Serranus psittacinus,serranidae
LaPaz,EMB_15Oct18_2de8,EMB_GPR_15Oct18_2de8,Manuel,Fish,lgu,Lutjanus guttatus,Lutjanidae
LaPaz,EMB_15Oct18_2de8,EMB_GPR_15Oct18_2de8,Benjamin,Fish,bdi,Bodianus diplotaenia,Labridae
LaPaz,EMB_15Oct18_2de8,EMB_GPR_15Oct18_2de8,Benjamin,Fish,bpo,Balistes polylepis,Balistidae
LaPaz,EMB_15Oct18_2de8,EMB_GPR_15Oct18_2de8,Benjamin,Fish,mro,Mycteroperca rosacea,Serranidae
LaPaz,EMB_15Oct18_2de8,EMB_GPR_15Oct18_2de8,Benjamin,Fish,jni,Johnrandallia nigrirostris,Chaetodontidae
LaPaz,EMB_15Oct18_2de8,EMB_GPR_15Oct18_2de8,Benjamin,Fish,ljo,Lutjanus jordani,Lutjanidae
LaPaz,EMB_15Oct18_3de8,EMB_GPR_15Oct18_3de8,Hollarsmith,Fish,sri,Seriola rivoliana,Carangidae
LaPaz,EMB_15Oct18_3de8,EMB_GPR_15Oct18_3de8,Hollarsmith,Fish,ljo,Lutjanus jordani,Lutjanidae
LaPaz,EMB_15Oct18_3de8,EMB_GPR_15Oct18_3de8,Hollarsmith,Fish,lgu,Lutjanus guttatus,Lutjanidae
LaPaz,EMB_15Oct18_3de8,EMB_GPR_15Oct18_3de8,Hollarsmith,Fish,hse,Haemulon sexfasciatum,Haemulidae
LaPaz,EMB_15Oct18_4de8,EMB_GPR_15Oct18_4de8,Alexia,Fish,hpa,Holacanthus passer,Pomacentridae
LaPaz,EMB_15Oct18_4de8,EMB_GPR_15Oct18_4de8,Alexia,Fish,clim,Chromis limbaughi,Pomacentridae
LaPaz,EMB_15Oct18_4de8,EMB_GPR_15Oct18_4de8,Hollarsmith,Fish,bdi,Bodianus diplotaenia,Labridae
LaPaz,EMB_15Oct18_4de8,EMB_GPR_15Oct18_4de8,Hollarsmith,Fish,ljo,Lutjanus jordani,Lutjanidae
LaPaz,EMB_15Oct18_4de8,EMB_GPR_15Oct18_4de8,Hollarsmith,Fish,lfa,Liopropoma fasciatum,Serranidae
LaPaz,EMB_15Oct18_5de8,EMB_GPR_15Oct18_5de8,Hollarsmith,Fish,Slac,Synodus lacertinus,Synodontidae
LaPaz,EMB_15Oct18_6de8,EMB_GPR_15Oct18_6de8,Hollarsmith,Fish,Slac,Synodus lacertinus,Synodontidae
LaPaz,EMB_15Oct18_7de8,EMB_GPR_15Oct18_7de8,Hollarsmith,Fish,lfa,Liopropoma fasciatum,Serranidae
LaPaz,EMB_15Oct18_8de8,EMB_GPR_15Oct18_8de8,Manuel,Fish,Slac,Synodus lacertinus,Synodontidae
LaPaz,EMB_15Oct18_1de8,EMB_ROV_15Oct18_1de8,Hollarsmith,Fish,ela,Epinephelus labriformis,Serranidae
LaPaz,EMB_15Oct18_1de8,EMB_ROV_15Oct18_1de8,Hollarsmith,Fish,Lfa,Liopropoma fasciatum,Serranidae
LaPaz,EMB_15Oct18_1de8,EMB_ROV_15Oct18_1de8,Manuel,Fish,Hpa,Holacanthus passer,Pomacentridae
LaPaz,EMB_15Oct18_1de8,EMB_ROV_15Oct18_1de8,Manuel,Fish,Clim,Chromis limbaughi,Pomacentridae
LaPaz,EMB_15Oct18_2de8,EMB_ROV_15Oct18_2de8,Benjamin,Fish,bpo,Balistes polylepis,Balistidae
LaPaz,EMB_15Oct18_2de8,EMB_ROV_15Oct18_2de8,Benjamin,Fish,bdi,Bodianus diplotaenia,Labridae
LaPaz,EMB_15Oct18_2de8,EMB_ROV_15Oct18_2de8,Benjamin,Fish,ljo,Lutjanus jordani,Lutjanidae
LaPaz,EMB_15Oct18_2de8,EMB_ROV_15Oct18_2de8,Manuel,Fish,lgu,Lutjanus guttatus,Lutjanidae
LaPaz,EMB_15Oct18_3de8,EMB_ROV_15Oct18_3de8,Manuel,Fish,Sri,Seriola rivoliana,Carangidae
LaPaz,EMB_15Oct18_3de8,EMB_ROV_15Oct18_3de8,Manuel,Fish,Lno,Lutjanus novemfasciatus,Lutjanidae
LaPaz,EMB_15Oct18_3de8,EMB_ROV_15Oct18_3de8,Manuel,Fish,Lgu,Lutjanus guttatus,Lutjanidae
LaPaz,EMB_15Oct18_4de8,EMB_ROV_15Oct18_4de8,Alexia,Fish,hpa,Holacanthus passer,Pomacentridae
LaPaz,EMB_15Oct18_4de8,EMB_ROV_15Oct18_4de8,Alexia,Fish,clim,Chromis limbaughi,Pomacentridae
LaPaz,EMB_15Oct18_4de8,EMB_ROV_15Oct18_4de8,Hollarsmith,Fish,bdi,Bodianus diplotaenia,Labridae
LaPaz,EMB_15Oct18_4de8,EMB_ROV_15Oct18_4de8,Hollarsmith,Fish,lfa,Liopropoma fasciatum,Serranidae
LaPaz,EMB_15Oct18_6de8,EMB_ROV_15Oct18_6de8,Hollarsmith,Fish,Slac,Synodus lacertinus,Synodontidae
LaPaz,EMB_15Oct18_7de8,EMB_ROV_15Oct18_7de8,Manuel,Fish,Slac,Synodus lacertinus,Synodontidae
LaPaz,EMB_15Oct18_7de8,EMB_ROV_15Oct18_7de8,Manuel,Fish,Bpo,Balistes polylepis,Balistidae
LaPaz,EMB_15Oct18_8de8,EMB_ROV_15Oct18_8de8,Manuel,Fish,Bpo,Balistes polylepis,Balistidae
LaPaz,EMB_15Oct18_8de8,EMB_ROV_15Oct18_8de8,Manuel,Fish,Hal,Halichoeres sp.,Labridae
LaPaz,EMB_15Oct18_8de8,EMB_ROV_15Oct18_8de8,Manuel,Fish,Sps,Serranus psittacinus,Serranidae
LaPaz,EMB_15Oct18_8de8,EMB_ROV_15Oct18_8de8,Manuel,Fish,Slac,Synodus lacertinus,Synodontidae
Revillagigedo,IC1_17Dec18_1de1,IC1_GPR_17Dec18_1de1,PAUL PRECIADO,Algae,green,Halimeda sp. ,Udoteaceae
Revillagigedo,IC1_17Dec18_1de1,IC1_GPR_17Dec18_1de1,PAUL PRECIADO,Fish,dho,Diodon holocanthus,Diodontidae
Revillagigedo,IC1_17Dec18_1de1,IC1_GPR_17Dec18_1de1,PAUL PRECIADO,Algae,green,Codium sp. ,Codiaceae
Revillagigedo,IC1_17Dec18_1de1,IC1_GPR_17Dec18_1de1,PAUL PRECIADO,Invert,tro,Toxopneustes roseus ,Toxopneustidae
Revillagigedo,IC1_17Dec18_1de1,IC1_ROV_17Dec18_1de1,PAUL PRECIADO,Algae,green,Halimeda sp. ,Udoteaceae
Revillagigedo,IC1_17Dec18_1de1,IC1_ROV_17Dec18_1de1,PAUL PRECIADO,Fish,dho,Diodon holocanthus,Diodontidae
Revillagigedo,IC2_17Dec18_1de1,IC2_GPR_17Dec18_1de1,Hollarsmith,Invert,tro,Toxopneustes roseus ,Toxopneustidae
Revillagigedo,IC2_17Dec18_1de1,IC2_GPR_17Dec18_1de1,Hollarsmith,Invert,pcu,Pentaceraster cummingii,Oreasteridae
Revillagigedo,IC2_17Dec18_1de1,IC2_GPR_17Dec18_1de1,Hollarsmith,Algae,green,Halimeda sp.,Udoteaceae
Revillagigedo,IC2_17Dec18_1de1,IC2_GPR_17Dec18_1de1,Hollarsmith,Algae,brown,Padina sp.,Dictyotaceae
Revillagigedo,IC2_17Dec18_1de1,IC2_GPR_17Dec18_1de1,Hollarsmith,Algae,brown,Dictyota sp.,Dictyotaceae
Revillagigedo,IC2_17Dec18_1de1,IC2_GPR_17Dec18_1de1,Hollarsmith,Algae,brown,Spatoglossum sp.,Dictyotaceae
Revillagigedo,IC2_17Dec18_1de1,IC2_GPR_17Dec18_1de1,Hollarsmith,Algae,green,Codium sp.,Codiaceae
Revillagigedo,IC2_17Dec18_1de1,IC2_GPR_17Dec18_1de1,Hollarsmith,Fish,qev,Quassiremus evionthas,Ophichthidae
Revillagigedo,IC2_17Dec18_1de1,IC2_ROV_17Dec18_1de1,PAUL PRECIADO,Algae,green,Halimeda sp. ,Udoteaceae
Revillagigedo,IC2_17Dec18_1de1,IC2_ROV_17Dec18_1de1,PAUL PRECIADO,Fish,fco,Fistularia commersonii,Fistulariidae
Revillagigedo,IC2_17Dec18_1de1,IC2_ROV_17Dec18_1de1,PAUL PRECIADO,Fish,ach,Aulostomus chinensis,Auslostomidae
Revillagigedo,IC2_17Dec18_1de1,IC2_ROV_17Dec18_1de1,PAUL PRECIADO,Invert,pcu,Pentaceraster cummingii,Oreasteridae
Revillagigedo,IC3_17Dec18_1de6,IC3_GPR_17Dec18_1de6,PAUL PRECIADO,Fish,clu,Caranx lugubris,Carangidae
Revillagigedo,IC3_17Dec18_2de6,IC3_GPR_17Dec18_2de6,Hollarsmith,Fish,calt,Chromis alta,Pomacentridae
Revillagigedo,IC3_17Dec18_2de6,IC3_GPR_17Dec18_2de6,Hollarsmith,Fish,Scor,Scorpaena sp.,Scorpenidae
Revillagigedo,IC3_17Dec18_2de6,IC3_GPR_17Dec18_2de6,Hollarsmith, Fish,eci,Epinephelus cifuentesi,Serranidae
Revillagigedo,IC3_17Dec18_2de6,IC3_GPR_17Dec18_2de6,PAUL PRECIADO,Fish,clu,Caranx lugubris,Carangidae
Revillagigedo,IC3_17Dec18_2de6,IC3_GPR_17Dec18_2de6,PAUL PRECIADO,Fish,bdi,Bodianus diplotaenia,Labridae
Revillagigedo,IC3_17Dec18_2de6,IC3_GPR_17Dec18_2de6,PAUL PRECIADO,Fish,pco,Paranthias colonus,Serranidae
Revillagigedo,IC3_17Dec18_2de6,IC3_GPR_17Dec18_2de6,PAUL PRECIADO,Fish,bpo,Balistes polylepis,Balistidae
Revillagigedo,IC3_17Dec18_2de6,IC3_GPR_17Dec18_2de6,PAUL PRECIADO,Fish,hcr,Heteropriacanthus cruentatus,Priacanthidae
Revillagigedo,IC3_17Dec18_2de6,IC3_GPR_17Dec18_2de6,PAUL PRECIADO,Fish,pfa,Prognathodes falcifer ,Chaetodontidae
Revillagigedo,IC3_17Dec18_2de6,IC3_GPR_17Dec18_2de6,PAUL PRECIADO,Fish,ach,Aulostomus chinensis,Auslostomidae
Revillagigedo,IC3_17Dec18_2de6,IC3_GPR_17Dec18_2de6,PAUL PRECIADO,Fish,ela,Epinephelus labriformis,Serranidae
Revillagigedo,IC3_17Dec18_3de6,IC3_GPR_17Dec18_3de6,Hollarsmith,Fish,eci,Epinephelus cifuentesi,Serranidae
Revillagigedo,IC3_17Dec18_3de6,IC3_GPR_17Dec18_3de6,Hollarsmith,Fish,hcr,Heteropriacanthus cruentatus,Priacanthidae
Revillagigedo,IC3_17Dec18_3de6,IC3_GPR_17Dec18_3de6,Hollarsmith,Fish,calt,Chromis alta,Pomacentridae
Revillagigedo,IC3_17Dec18_3de6,IC3_GPR_17Dec18_3de6,PAUL PRECIADO,Fish,pfa,Prognathodes falcifer ,Chaetodontidae
Revillagigedo,IC3_17Dec18_3de6,IC3_GPR_17Dec18_3de6,PAUL PRECIADO,Fish,ela,Epinephelus labriformis,Serranidae
Revillagigedo,IC3_17Dec18_3de6,IC3_GPR_17Dec18_3de6,PAUL PRECIADO,Fish,clu,Caranx lugubris,Carangidae
Revillagigedo,IC3_17Dec18_3de6,IC3_GPR_17Dec18_3de6,PAUL PRECIADO,Fish,sri,Seriola rivoliana,Carangidae
Revillagigedo,IC3_17Dec18_3de6,IC3_GPR_17Dec18_3de6,PAUL PRECIADO,Invert,oct,Octopus sp,Octopodidae
Revillagigedo,IC3_17Dec18_4de6,IC3_GPR_17Dec18_4de6,Hollarsmith,Fish,eci,Epinephelus cifuentesi,Serranidae
Revillagigedo,IC3_17Dec18_4de6,IC3_GPR_17Dec18_4de6,Hollarsmith,Fish,calt,Chromis alta,Pomacentridae
Revillagigedo,IC3_17Dec18_4de6,IC3_GPR_17Dec18_4de6,Hollarsmith,Fish,dho,Diodon holocanthus,Diodontidae
Revillagigedo,IC3_17Dec18_4de6,IC3_GPR_17Dec18_4de6,Hollarsmith,Fish,hal,Halichoeres sp.,Labridae
Revillagigedo,IC3_17Dec18_4de6,IC3_GPR_17Dec18_4de6,PAUL PRECIADO,Fish,pco,Paranthias colonus,Serranidae
Revillagigedo,IC3_17Dec18_4de6,IC3_GPR_17Dec18_4de6,PAUL PRECIADO,Fish,clu,Caranx lugubris,Carangidae
Revillagigedo,IC3_17Dec18_4de6,IC3_GPR_17Dec18_4de6,PAUL PRECIADO,Fish,pfa,Prognathodes falcifer ,Chaetodontidae
Revillagigedo,IC3_17Dec18_4de6,IC3_GPR_17Dec18_4de6,PAUL PRECIADO,Fish,hcr,Heteropriacanthus cruentatus,Priacanthidae
Revillagigedo,IC3_17Dec18_4de6,IC3_GPR_17Dec18_4de6,PAUL PRECIADO,Fish,ela,Epinephelus labriformis,Serranidae
Revillagigedo,IC3_17Dec18_4de6,IC3_GPR_17Dec18_4de6,PAUL PRECIADO,Fish,pfa,Prognathodes falcifer ,Chaetodontidae
Revillagigedo,IC3_17Dec18_4de6,IC3_GPR_17Dec18_4de6,PAUL PRECIADO,Invert,hol,Holothuria sp,Holothuriidae
Revillagigedo,IC3_17Dec18_5de6,IC3_GPR_17Dec18_5de6,Hollarsmith,Invert,ains,Amphiaster insignis,Asterodiscididae
Revillagigedo,IC3_17Dec18_5de6,IC3_GPR_17Dec18_5de6,Hollarsmith,Invert,oct,Octopus sp,Octopodidae
Revillagigedo,IC3_17Dec18_5de6,IC3_GPR_17Dec18_5de6,Hollarsmith,Fish,pco,Paranthias colonus,Serranidae
Revillagigedo,IC3_17Dec18_5de6,IC3_GPR_17Dec18_5de6,Hollarsmith,Fish,calt,Chromis alta,Pomacentridae
Revillagigedo,IC3_17Dec18_5de6,IC3_GPR_17Dec18_5de6,Hollarsmith,Fish,xme,Xanthichthys mento,Balistidae
Revillagigedo,IC3_17Dec18_5de6,IC3_GPR_17Dec18_5de6,Hollarsmith,Fish,pfa,Prognathodes falcifer ,Chaetodontidae
Revillagigedo,IC3_17Dec18_5de6,IC3_GPR_17Dec18_5de6,PAUL PRECIADO,Fish,hcr,Heteropriacanthus cruentatus,Priacanthidae
Revillagigedo,IC3_17Dec18_5de6,IC3_GPR_17Dec18_5de6,PAUL PRECIADO,Invert,hol,Holothuria sp,Holothuriidae
Revillagigedo,IC3_17Dec18_6de6,IC3_GPR_17Dec18_6de6,PAUL PRECIADO,Fish,clu,Caranx lugubris,Carangidae
Revillagigedo,IC3_17Dec18_6de6,IC3_GPR_17Dec18_6de6,PAUL PRECIADO,Fish,pco,Paranthias colonus,Serranidae
Revillagigedo,IC3_17Dec18_6de6,IC3_GPR_17Dec18_6de6,PAUL PRECIADO,Fish,hcl,Holacanthus clarionensis,Pomacanthidae
Revillagigedo,IC3_17Dec18_6de6,IC3_GPR_17Dec18_6de6,PAUL PRECIADO,Fish,bdi,Bodianus diplotaenia,Labridae
Revillagigedo,IC3_17Dec18_6de6,IC3_GPR_17Dec18_6de6,PAUL PRECIADO,Fish,pfa,Prognathodes falcifer ,Chaetodontidae
Revillagigedo,IC3_17Dec18_6de6,IC3_GPR_17Dec18_6de6,PAUL PRECIADO,Fish,clu,Caranx lugubris,Carangidae
Revillagigedo,IC3_17Dec18_6de6,IC3_GPR_17Dec18_6de6,PAUL PRECIADO,Fish,cfa,Carcharhinus falciformis,Carcharhinidae
